,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_AAPL_close_L1,State_AAPL_high_L1,State_AAPL_low_L1,State_AAPL_open_L1,State_ADBE_close_L1,State_ADBE_high_L1,State_ADBE_low_L1,State_ADBE_open_L1,State_BABA_close_L1,State_BABA_high_L1,State_BABA_low_L1,State_BABA_open_L1,State_SNE_close_L1,State_SNE_high_L1,State_SNE_low_L1,State_SNE_open_L1,State_V_close_L1,State_V_high_L1,State_V_low_L1,State_V_open_L1
389,1.0,1.0,1.0,1.0,0.84044207,0.8533932,0.83681575,0.84829908,0.94531326,0.94949004,0.94103934,0.94949004,0.9473864,0.96560756,0.94078123,0.96196333,1.06493043,1.06849804,1.05387085,1.06778452,1.01179185,1.02755704,1.00910023,1.02755704
1,1.0,1.0,1.0,1.0,0.96710413,0.9778104,0.95156277,0.97280262,0.69781447,0.71034483,0.69577465,0.7080136,1.1732149,1.19918005,1.17173443,1.19849675,0.76132715,0.77738138,0.76061363,0.77702462,0.83478595,0.84747501,0.83235068,0.84465522
439,1.0,1.0,1.0,1.0,0.97565187,0.98696253,0.97245726,0.97616992,1.05284119,1.05818358,1.04759592,1.05410393,1.20088828,1.2097711,1.19633299,1.20635463,1.16803425,1.18087763,1.16625045,1.18016411,1.06036914,1.07062292,1.05844655,1.06741861
480,1.0,1.0,1.0,1.0,0.94534623,0.95786565,0.94137455,0.95285788,0.96658572,0.9997086,0.96036911,0.99873725,1.02334586,1.0711764,1.01560187,1.07049311,1.00677845,1.01997859,1.00321085,1.01676775,0.96680338,0.99487311,0.96449628,0.99423225
49,1.0,1.0,1.0,1.0,1.0870316,1.10861682,1.08064238,1.10732171,0.75143273,0.75726081,0.74609034,0.7544439,0.97027673,0.98849789,0.96902403,0.98314543,0.99571887,1.00249732,0.98965394,0.99714592,0.86400923,0.86772622,0.85593438,0.86195847
419,1.0,1.0,1.0,1.0,0.92989121,0.93507166,0.92825073,0.93161803,1.0053424,1.00767363,1.00135988,1.00369111,1.18186995,1.18779182,1.14394716,1.14394716,1.19586158,1.19621834,1.18052087,1.18408848,1.05780569,1.05780569,1.04857729,1.05101256
80,1.0,1.0,1.0,1.0,1.08616819,1.10904852,1.08599551,1.1064583,0.72850898,0.73462846,0.72608062,0.73190869,0.90581938,0.92130737,0.88566223,0.91606878,1.08205494,1.10809847,1.08169818,1.10274706,0.84542425,0.85093566,0.84081005,0.84298898
205,1.0,1.0,1.0,1.0,1.03177344,1.04662407,1.03134174,1.04463823,0.86119475,0.86925692,0.85381253,0.85468674,0.95467487,0.96162168,0.94066735,0.94180617,1.01320014,1.02211916,1.01284338,1.01783803,0.99436042,1.01012561,0.99410408,1.00897206
34,1.0,1.0,1.0,1.0,1.10913486,1.12735279,1.10723537,1.12243136,0.76833414,0.77999029,0.76668286,0.76969403,0.96936568,0.98576472,0.96799909,0.9788179,1.01034606,1.02211916,1.0099893,1.01676775,0.86939246,0.87862087,0.86939246,0.87631377
263,1.0,1.0,1.0,1.0,0.8633224,0.87100673,0.84674495,0.86280435,0.84400194,0.85070423,0.83020884,0.84759592,0.79455643,0.79933948,0.78442091,0.78590138,0.75740278,0.75954335,0.74206208,0.74348912,0.92130223,0.92630095,0.91707255,0.9251474
427,1.0,1.0,1.0,1.0,0.99222932,1.00267657,0.98463132,0.99395614,0.96095192,0.96813987,0.95502671,0.96415736,1.19166382,1.20020499,1.182781,1.18437536,1.13414199,1.14341777,1.13093115,1.13699608,1.05190977,1.05434504,1.04357857,1.04768008
366,1.0,1.0,1.0,1.0,0.82809532,0.83189432,0.81747539,0.81972026,0.96862555,0.97056824,0.95318116,0.95813502,0.89534222,0.9005808,0.89283681,0.89682269,1.03745986,1.04245451,1.0353193,1.04138423,0.99115611,0.99987183,0.98884901,0.99730838
91,1.0,1.0,1.0,1.0,1.1229494,1.13089276,1.11673286,1.12243136,0.773288,0.77610491,0.76648859,0.77289947,1.03291197,1.03405079,0.99419201,1.00375811,1.14769889,1.15661791,1.14591509,1.15554763,0.89438605,0.90130736,0.89054089,0.90041015
339,1.0,1.0,1.0,1.0,0.78000345,0.80107063,0.7724918,0.80055258,0.93210296,0.94191355,0.92209811,0.93550267,0.90149186,0.91618267,0.89192575,0.91117185,0.92186943,0.932929,0.91473421,0.93078844,0.99833376,1.00217893,0.98782363,0.99718021
471,1.0,1.0,1.0,1.0,0.94931791,0.95277154,0.93964773,0.94810913,1.02778048,1.02894609,1.00514813,1.00796503,1.07129029,1.08165357,1.06639335,1.07857875,1.05957902,1.06100606,1.05244381,1.05565466,1.03909254,1.04075878,1.02768521,1.02947962
52,1.0,1.0,1.0,1.0,1.0652737,1.09497496,1.0652737,1.09255742,0.71034483,0.73423992,0.71024769,0.73336571,0.95376381,0.96207721,0.94146453,0.95592757,0.95219408,0.97966465,0.95041027,0.9782376,0.84247629,0.86426557,0.84247629,0.86003589
345,1.0,1.0,1.0,1.0,0.8221378,0.82395096,0.81609394,0.81713003,0.94103934,0.94337057,0.93113162,0.93346285,0.89727821,0.90479444,0.8922674,0.90046692,0.94327506,0.94505887,0.93863717,0.93899394,0.99551397,1.00025634,0.98923353,0.99128429
264,1.0,1.0,1.0,1.0,0.80659644,0.83431186,0.80590572,0.82921775,0.8241865,0.85313259,0.82088392,0.84769305,0.79193714,0.813347,0.78294044,0.79672019,0.75062433,0.764538,0.7463432,0.75704602,0.90886952,0.92899257,0.90463984,0.92258395
241,1.0,1.0,1.0,1.0,0.92583319,0.93006389,0.9190986,0.92730098,0.91131617,0.91257892,0.89004371,0.89305488,0.96617697,0.96913791,0.94396994,0.94396994,0.86692829,0.86942562,0.85622547,0.85836604,0.99179698,0.99320687,0.98256857,0.99243784
13,1.0,1.0,1.0,1.0,0.99559662,1.0198584,0.99559662,1.01554136,0.68237008,0.69781447,0.68062166,0.69490044,1.12117071,1.15579091,1.11365448,1.14223892,0.8369604,0.85301463,0.83624688,0.85230111,0.78941297,0.81068957,0.7892848,0.8091515
315,1.0,1.0,1.0,1.0,0.93817993,0.94776377,0.93394923,0.94033846,0.91374454,0.91792132,0.90713939,0.91772705,0.88224576,0.89693657,0.87256577,0.89135634,0.93007492,0.94006422,0.92579379,0.94006422,1.00012817,1.00769034,0.99730838,1.00076903
88,1.0,1.0,1.0,1.0,1.11181143,1.11802797,1.10697634,1.11440166,0.76658572,0.77707625,0.76367169,0.77707625,1.00740235,1.01309646,1.00273317,1.00797176,1.16803425,1.16910453,1.15733143,1.16232608,0.89169444,0.90604973,0.88836196,0.89848757
387,1.0,1.0,1.0,1.0,0.85848731,0.87204283,0.85589708,0.86194094,0.93579407,0.95599806,0.93326858,0.95308402,0.95866074,0.96799909,0.95273887,0.9646965,1.07028184,1.07563325,1.06564395,1.0688548,1.00986926,1.02191746,1.00487055,1.01820046
273,1.0,1.0,1.0,1.0,0.82015196,0.82835434,0.81099983,0.8141081,0.71733851,0.74978145,0.70947062,0.72617776,0.69912311,0.70857533,0.67475231,0.68454618,0.74027827,0.74420264,0.72814841,0.72886193,0.87580108,0.89054089,0.84747501,0.85093566
166,1.0,1.0,1.0,1.0,0.94344673,0.95363495,0.93688482,0.9408565,0.74686741,0.76027198,0.74201068,0.74783876,0.72782143,0.74672589,0.72133014,0.74490377,0.87620407,0.88476632,0.87263646,0.87763111,0.88643937,0.89605229,0.87977442,0.88810561
328,1.0,1.0,1.0,1.0,0.84458643,0.85227076,0.82610948,0.82887239,0.92899466,0.93239437,0.91821272,0.92977173,0.88429564,0.89534222,0.87199636,0.89169798,0.91366393,0.92044238,0.9058152,0.9175883,1.00948475,1.01256088,1.00192258,1.00499872
490,1.0,1.0,1.0,1.0,1.0,1.00785702,0.99490589,0.996201,1.02088392,1.03428849,1.0160272,1.03283147,1.01184375,1.03177315,1.01059105,1.02494021,1.02961113,1.03389226,1.02425972,1.02640029,1.0189695,1.03037683,1.01422712,1.01730326
134,1.0,1.0,1.0,1.0,1.08116042,1.08357797,1.05327232,1.05327232,0.78416707,0.79407479,0.78339,0.79048082,0.9583191,0.96515203,0.93383442,0.93565653,1.01248662,1.01855155,1.01034606,1.01498395,0.92245578,0.92476288,0.91796975,0.92207126
306,1.0,1.0,1.0,1.0,0.90821965,0.91685374,0.90709722,0.91521326,0.89752307,0.90169985,0.89266634,0.90024284,0.87097142,0.87564059,0.85297802,0.87062977,0.91152337,0.92186943,0.90652872,0.9175883,0.94950013,0.9519354,0.94488593,0.95026916
478,1.0,1.0,1.0,1.0,0.96235538,0.96727681,0.950354,0.9564842,1.01942691,1.02943176,1.01272462,1.01282176,1.08176745,1.09395285,1.06354629,1.066735,1.05208705,1.0570817,1.0453086,1.04816268,1.01448347,1.01999487,1.01192002,1.01409895
319,1.0,1.0,1.0,1.0,0.96788119,0.97038508,0.96123295,0.96373683,0.91733851,0.91996115,0.91316173,0.91636717,0.90661656,0.90946361,0.89238128,0.90320009,0.98501605,0.99215127,0.98109169,0.98358901,1.02960779,1.03396565,1.01653422,1.02230197
243,1.0,1.0,1.0,1.0,0.93274046,0.94111552,0.93204973,0.94111552,0.91597863,0.9246236,0.913356,0.91743565,0.95330828,0.96572144,0.94989181,0.96298827,0.88119872,0.8840528,0.87656083,0.87691759,1.00307613,1.00884389,1.00205076,1.00422968
54,1.0,1.0,1.0,1.0,1.06415127,1.0766707,1.06121568,1.07554826,0.71209325,0.71355027,0.70480816,0.70636231,0.96321603,0.96970732,0.94909464,0.96549368,0.95540492,0.95718873,0.9511238,0.9511238,0.84004102,0.84350167,0.8350423,0.83978467
363,1.0,1.0,1.0,1.0,0.84225522,0.84398204,0.82947677,0.83275773,0.94405051,0.94511899,0.92802331,0.93734823,0.89135634,0.89283681,0.86778271,0.8864594,0.99322155,0.99571887,0.97502676,0.98501605,1.00422968,1.00640861,0.98872084,0.99833376
50,1.0,1.0,1.0,1.0,1.09834226,1.10386807,1.09238473,1.09756519,0.74162215,0.75084993,0.74152501,0.74900437,0.95945792,0.97403485,0.95900239,0.97084615,0.99108098,0.99785944,0.99072422,0.99464859,0.85977954,0.87426301,0.85965137,0.87195591
454,1.0,1.0,1.0,1.0,1.02098083,1.02193058,1.01286479,1.01839061,1.0590578,1.0759592,1.05828072,1.07586207,1.18688077,1.19804123,1.18460312,1.19416923,1.13628255,1.13877988,1.13200143,1.13592579,1.05139708,1.06370161,1.04716739,1.05293514
174,1.0,1.0,1.0,1.0,0.98359523,1.00578484,0.98186842,0.99861855,0.78008742,0.79533754,0.77416221,0.7814473,0.75162282,0.75902517,0.74706753,0.75629199,0.94256154,0.95825901,0.94149126,0.94719943,0.90951038,0.92694181,0.90361446,0.91386824
445,1.0,1.0,1.0,1.0,1.01312381,1.01864963,1.0080297,1.01321015,1.04953861,1.05313259,1.03759106,1.05313259,1.18004783,1.19701629,1.15954903,1.19633299,1.16660721,1.16946129,1.16339636,1.16839101,1.05421687,1.05793386,1.04870546,1.0489618
189,1.0,1.0,1.0,1.0,0.94543257,0.95139009,0.9342946,0.95139009,0.79902865,0.80116561,0.77901894,0.7814473,0.7709828,0.77906844,0.75116729,0.75207835,0.94256154,0.94398858,0.92793436,0.93721013,0.94719303,0.94757754,0.9334786,0.93565752
494,1.0,1.0,1.0,1.0,1.01070627,1.01364186,1.00828872,1.00846141,1.02486644,1.03020884,1.01486158,1.02710053,1.01639904,1.02983715,1.01639904,1.02448468,1.01641099,1.02140564,1.01569747,1.01855155,1.00153807,1.00679313,0.99948731,1.00589592
187,1.0,1.0,1.0,1.0,0.96106027,0.96477292,0.94776377,0.95518909,0.82710053,0.83535697,0.82408936,0.83147159,0.72793531,0.73715978,0.72064685,0.72565767,0.9393507,0.9447021,0.93043168,0.94149126,0.92386568,0.9297616,0.92066137,0.92566009
169,1.0,1.0,1.0,1.0,0.97193922,0.97806942,0.9488862,0.95208082,0.76444876,0.76707139,0.75774648,0.76376882,0.72691037,0.73169343,0.72133014,0.72338003,0.92508027,0.93078844,0.91152337,0.91865858,0.90015381,0.90553704,0.89028454,0.89079723
58,1.0,1.0,1.0,1.0,1.08202383,1.08409601,1.07226731,1.07951994,0.73511413,0.73987373,0.72472074,0.73016027,0.93702312,0.94522264,0.92529325,0.94385605,0.99357831,0.9982162,0.99036746,0.99571887,0.83683671,0.84106639,0.83068444,0.83299154
48,1.0,1.0,1.0,1.0,1.10084614,1.11595579,1.09998273,1.11163875,0.74929577,0.751627,0.73132589,0.7428849,0.97642638,0.99123107,0.96799909,0.96925179,0.99357831,1.00035676,0.98858366,0.99892972,0.85631889,0.86118944,0.84273263,0.85657524
344,1.0,1.0,1.0,1.0,0.81333103,0.81713003,0.80789156,0.81713003,0.93132589,0.94162215,0.92520641,0.93647402,0.89192575,0.90263068,0.88372623,0.89568386,0.93078844,0.93613985,0.92436675,0.93150196,0.98538836,0.99013074,0.97692899,0.98526019
235,1.0,1.0,1.0,1.0,0.97116215,0.97288897,0.94793645,0.96857192,0.90587664,0.90636231,0.8841185,0.89082079,0.91754925,0.91971302,0.89955586,0.9127662,0.87941491,0.88369604,0.86585801,0.87334998,0.98526019,0.99115611,0.96872597,0.97667265
252,1.0,1.0,1.0,1.0,0.83716111,0.8557244,0.83543429,0.85088931,0.85332686,0.87411365,0.8511899,0.87110248,0.8062863,0.85024485,0.80480583,0.84648673,0.82054941,0.85301463,0.82054941,0.84980378,0.93411946,0.95501154,0.93245322,0.94924378
21,1.0,1.0,1.0,1.0,1.03367294,1.03470903,1.02253497,1.02357106,0.70257407,0.70888781,0.69975716,0.70024284,0.97938731,0.98792848,0.97335155,0.97745132,0.91651802,0.92222619,0.91473421,0.91651802,0.85055114,0.85977954,0.85003845,0.85683158
313,1.0,1.0,1.0,1.0,0.95803834,0.95821102,0.94284234,0.95173545,0.92666343,0.92753764,0.91277319,0.91374454,0.89602551,0.90137798,0.87905706,0.88030976,0.92186943,0.92329647,0.90688548,0.91687478,1.00243527,1.00333248,0.98692643,0.98795181
459,1.0,1.0,1.0,1.0,0.9626144,0.98230012,0.95432568,0.97962355,1.03807674,1.04876153,1.03001457,1.04701311,1.15191892,1.15294386,1.12982576,1.14371939,1.09632537,1.13556903,1.08383874,1.12665002,1.04614201,1.05985645,1.04242502,1.05921559
160,1.0,1.0,1.0,1.0,0.97496115,0.97772405,0.94992229,0.96900363,0.76648859,0.77008256,0.75172414,0.76163186,0.80674183,0.815283,0.79740348,0.80674183,0.92258295,0.92579379,0.91045309,0.91080985,0.92796719,0.92912074,0.90745963,0.92207126
276,1.0,1.0,1.0,1.0,0.81151787,0.81592126,0.80305647,0.81324469,0.74473045,0.75143273,0.73239437,0.7381253,0.69342899,0.71495274,0.68648218,0.69775652,0.7427756,0.74313236,0.71994292,0.72529433,0.90258908,0.90322994,0.88592669,0.8900282
443,1.0,1.0,1.0,1.0,1.00198584,1.0080297,0.9905025,0.99309273,1.06109762,1.06974259,1.06022341,1.06022341,1.23459743,1.24131648,1.21352921,1.2161485,1.16767749,1.17766679,1.1630396,1.16625045,1.06536785,1.07075109,1.06306075,1.06549603
191,1.0,1.0,1.0,1.0,0.96356415,0.97349335,0.9621827,0.97332067,0.81515299,0.82408936,0.8084507,0.81262749,0.80059219,0.80252819,0.7857875,0.79307596,0.9529076,0.95647521,0.94719943,0.95148056,0.9611638,0.96680338,0.94424507,0.94514227
385,1.0,1.0,1.0,1.0,0.86228631,0.86340874,0.85771024,0.85960974,0.94987858,0.95356969,0.94220495,0.94327343,0.94260335,0.95308051,0.93440383,0.93930076,1.07991438,1.08312522,1.07670353,1.08027114,1.00897206,1.01115099,0.99500128,0.99653935
293,1.0,1.0,1.0,1.0,0.87230185,0.87860473,0.86686237,0.87014333,0.81932977,0.8348713,0.8078679,0.81835843,0.80936112,0.82735452,0.80810842,0.82450746,0.80128434,0.82054941,0.7998573,0.81912237,0.90515252,0.91668803,0.90374263,0.91643168
413,1.0,1.0,1.0,1.0,0.9233293,0.93204973,0.91788983,0.92738733,0.99135503,0.99805731,0.98183584,0.98766391,1.08256463,1.08700604,1.07140417,1.07220134,1.18373172,1.20228327,1.17945059,1.19193721,1.03268393,1.03998975,1.02755704,1.03332479
343,1.0,1.0,1.0,1.0,0.8164393,0.82205146,0.81065446,0.81298567,0.93929092,0.94638174,0.92763477,0.93035454,0.90001139,0.91105797,0.89363398,0.89636716,0.95540492,0.96539422,0.95041027,0.95397788,0.99243784,0.99820559,0.97923609,0.98320943
257,1.0,1.0,1.0,1.0,0.83862891,0.84363668,0.82334657,0.83059921,0.86614862,0.86789704,0.843322,0.84351627,0.79250655,0.80856394,0.76916069,0.78237103,0.76489476,0.77381377,0.75668926,0.7698894,0.92066137,0.93501666,0.90566521,0.92207126
308,1.0,1.0,1.0,1.0,0.94595061,0.95337593,0.93766189,0.93809359,0.91092763,0.91772705,0.90315687,0.90947062,0.89807539,0.90593327,0.89443116,0.89978362,0.92008562,0.92971816,0.9175883,0.91901534,0.98410664,0.98692643,0.97205845,0.97282748
149,1.0,1.0,1.0,1.0,0.99499223,0.99654637,0.946555,0.97159385,0.81418164,0.81728995,0.79728023,0.80777076,0.83566792,0.84102038,0.80890559,0.8235964,0.95326436,0.95825901,0.93649661,0.95825901,0.94257883,0.94629582,0.92783902,0.93399128
130,1.0,1.0,1.0,1.0,1.10956657,1.11008461,1.09955103,1.10291832,0.80155415,0.80301117,0.79844585,0.8028169,0.92848195,0.93383442,0.92130737,0.9268876,0.9982162,1.00891902,0.99785944,1.00535141,0.90451166,0.90476801,0.89682133,0.90271725
151,1.0,1.0,1.0,1.0,1.00120877,1.0042307,0.9843723,0.98704887,0.83652258,0.83904808,0.81554153,0.81554153,0.85138367,0.85969707,0.8479672,0.84876438,0.96753478,0.96896183,0.96039957,0.96575098,0.95129454,0.95360164,0.94142528,0.94655217
359,1.0,1.0,1.0,1.0,0.85330686,0.85779658,0.85028492,0.85071663,0.94307916,0.95065566,0.93977659,0.94113647,0.86459401,0.8774627,0.86277189,0.870402,1.0,1.01070282,0.99500535,1.00927578,1.02768521,1.03499103,1.02332735,1.03499103
99,1.0,1.0,1.0,1.0,1.122086,1.12812986,1.11656018,1.12122259,0.77532783,0.77921321,0.77076251,0.77416221,1.03074821,1.04247808,1.02710397,1.03120374,1.08954691,1.09454156,1.08526579,1.08811987,0.88490131,0.89028454,0.87169956,0.88092797
372,1.0,1.0,1.0,1.0,0.81505785,0.81635296,0.8084096,0.81134519,0.91685284,0.91908694,0.90024284,0.90247693,0.88873705,0.89374786,0.87575447,0.87666553,1.04673564,1.05066001,1.03032465,1.03175169,0.98359395,0.98385029,0.97039221,0.97385286
87,1.0,1.0,1.0,1.0,1.11336557,1.11336557,1.09791055,1.10006907,0.77153958,0.77523069,0.74890724,0.7541525,1.00671905,1.00763011,0.9968113,0.99920282,1.14841242,1.14876918,1.13877988,1.14234748,0.89720584,0.89759036,0.88246603,0.88387593
458,1.0,1.0,1.0,1.0,0.98031428,0.9862718,0.97737869,0.98126403,1.04429335,1.05186984,1.03972802,1.04924721,1.15806856,1.17537866,1.15499374,1.16900125,1.117731,1.12807706,1.11023903,1.1277203,1.05754935,1.06254806,1.05562676,1.05665214
330,1.0,1.0,1.0,1.0,0.80935935,0.81782076,0.79873942,0.81151787,0.91520155,0.9186984,0.89674599,0.90228266,0.87621,0.880082,0.86163307,0.87472953,0.85979308,0.87085266,0.85444167,0.87013914,0.99000256,0.99987183,0.98513202,0.99359139
214,1.0,1.0,1.0,1.0,0.99913659,1.00863409,0.99853221,1.003799,0.88237008,0.89247207,0.88139874,0.88470131,0.89693657,0.91675208,0.89340622,0.89955586,0.99429183,1.00285408,0.99286479,0.99964324,1.003717,1.01448347,1.00153807,1.01076647
466,1.0,1.0,1.0,1.0,0.93066828,0.95916077,0.91374547,0.95916077,1.0109762,1.05157844,0.98746965,1.04983001,1.07436511,1.12174012,1.05022207,1.119918,1.06457367,1.08312522,1.06029254,1.07634677,1.04934632,1.07613432,1.04357857,1.06767496
121,1.0,1.0,1.0,1.0,1.09169401,1.09385253,1.08590917,1.09160767,0.78436134,0.78960661,0.78076736,0.78863526,0.93463159,0.93747865,0.93132901,0.935201,1.01284338,1.02211916,1.0099893,1.01890831,0.87464753,0.8756729,0.86670085,0.87349398
497,1.0,1.0,1.0,1.0,1.01243309,1.01709549,1.00578484,1.00604386,1.01971831,1.02865469,1.0185527,1.01991258,0.99692518,1.00148047,0.98747295,0.98758684,1.01248662,1.01605423,1.00927578,1.00963254,1.00422968,1.0106383,1.00269162,1.00320431
20,1.0,1.0,1.0,1.0,1.02685201,1.03824901,1.02270765,1.03626317,0.70461389,0.71510442,0.70169985,0.7108305,0.97574308,0.99533083,0.97278214,0.99202824,0.94791295,0.95611844,0.94612915,0.94933999,0.85695975,0.87298129,0.85247372,0.87080236
188,1.0,1.0,1.0,1.0,0.9564842,0.96503195,0.9446555,0.96477292,0.78339,0.80718796,0.76755707,0.79844585,0.75481152,0.75913905,0.7331739,0.73841248,0.9546914,0.95611844,0.94220478,0.95076704,0.93847731,0.93860549,0.92860805,0.93155601
71,1.0,1.0,1.0,1.0,1.11051632,1.11267484,1.09065792,1.09644276,0.73336571,0.73355998,0.72491501,0.72540068,0.93440383,0.94340052,0.92836807,0.94271723,1.15412059,1.1630396,1.14092044,1.14520157,0.87169956,0.8969495,0.84324532,0.84362984
106,1.0,1.0,1.0,1.0,1.1102573,1.12398549,1.10922121,1.11535141,0.77367654,0.77989315,0.77144245,0.77523069,0.99316707,1.01901834,0.99191436,1.01389363,1.08847663,1.09489832,1.08455227,1.08919015,0.89259164,0.89746219,0.88977185,0.89336068
270,1.0,1.0,1.0,1.0,0.83405284,0.84035572,0.82187878,0.82766362,0.83885381,0.85449247,0.83322001,0.85303545,0.73864025,0.74843412,0.71859697,0.73260449,0.78772743,0.79771673,0.78130574,0.78665715,0.94437324,0.9565496,0.93245322,0.94975647
348,1.0,1.0,1.0,1.0,0.86012778,0.86116387,0.84709031,0.8519254,0.96755707,0.97124818,0.95968917,0.9704711,0.8608359,0.90194739,0.84409521,0.89431728,0.99536211,1.00285408,0.98858366,0.99892972,1.01332992,1.02114842,1.01192002,1.0189695
435,1.0,1.0,1.0,1.0,0.98385426,0.98981178,0.97936453,0.98160939,1.06352598,1.06546867,1.05701797,1.06342885,1.23846942,1.25122423,1.22036215,1.23493907,1.19800214,1.19942918,1.18872636,1.19407777,1.06344527,1.06395796,1.05024353,1.05588311
102,1.0,1.0,1.0,1.0,1.11077534,1.11975479,1.10827146,1.11811432,0.76600291,0.77115104,0.76134046,0.76386595,1.03302585,1.04316137,1.0301788,1.0301788,1.07206564,1.07563325,1.06207635,1.06350339,0.87631377,0.88054345,0.87157139,0.87528839
