Action_Cash,Action_BMW.DE,Action_MBG.DE,Action_FORD,Action_GM,Action_012330.KS,State_Cash_close_L1,State_Cash_high_L1,State_Cash_low_L1,State_Cash_open_L1,State_BMW.DE_close_L1,State_BMW.DE_high_L1,State_BMW.DE_low_L1,State_BMW.DE_open_L1,State_MBG.DE_close_L1,State_MBG.DE_high_L1,State_MBG.DE_low_L1,State_MBG.DE_open_L1,State_FORD_close_L1,State_FORD_high_L1,State_FORD_low_L1,State_FORD_open_L1,State_GM_close_L1,State_GM_high_L1,State_GM_low_L1,State_GM_open_L1,State_012330.KS_close_L1,State_012330.KS_high_L1,State_012330.KS_low_L1,State_012330.KS_open_L1
0.1665918,0.16659933,0.16671336,0.16676302,0.16660087,0.16673172,1.0,1.0,1.0,1.0,0.8735173,0.87897021,0.86261154,0.87897021,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553
0.1665967,0.16660352,0.16670735,0.16676371,0.16659723,0.16673148,1.0,1.0,1.0,1.0,0.92171371,0.93473024,0.90904892,0.93473024,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252
0.16659889,0.1666091,0.16670112,0.16676734,0.16659231,0.1667313,1.0,1.0,1.0,1.0,0.94440457,0.95319955,0.93226753,0.95319955,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435
0.16660248,0.16661301,0.1666962,0.16677035,0.16658694,0.16673104,1.0,1.0,1.0,1.0,0.92505579,0.94669143,0.92452811,0.94669143,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274
0.16660522,0.16661933,0.16669053,0.16677532,0.16657744,0.16673225,1.0,1.0,1.0,1.0,0.90359591,0.91133553,0.88864448,0.91133553,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013
0.16660534,0.16662543,0.16668439,0.16677915,0.1665706,0.16673511,1.0,1.0,1.0,1.0,0.93138813,0.93420252,0.92188954,0.93420252,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084
0.16660435,0.16663282,0.16667809,0.16678628,0.16656111,0.16673736,1.0,1.0,1.0,1.0,0.92593524,0.93455435,0.91925104,0.93455435,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947
0.1666057,0.16663927,0.16667394,0.16679145,0.16655245,0.16673714,1.0,1.0,1.0,1.0,0.92751835,0.93033274,0.91467769,0.93033274,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946
0.1666048,0.16665083,0.16666973,0.16679509,0.16654152,0.16673814,1.0,1.0,1.0,1.0,0.94123851,0.94546013,0.93173998,0.94546013,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821
0.16660683,0.1666568,0.16667195,0.1667979,0.16653244,0.16673405,1.0,1.0,1.0,1.0,0.92804612,0.9451084,0.92663896,0.9451084,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375
0.16660783,0.1666637,0.16667539,0.1667967,0.16652231,0.16673401,1.0,1.0,1.0,1.0,0.95830083,0.9619947,0.93983139,0.9619947,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988
0.16661073,0.1666697,0.1666751,0.16679741,0.16651414,0.16673294,1.0,1.0,1.0,1.0,0.93455434,0.95706946,0.93156401,0.95706946,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343
0.16661641,0.16667368,0.16667403,0.16679907,0.166507,0.16672975,1.0,1.0,1.0,1.0,0.89884682,0.92452821,0.89867095,0.92452821,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571
0.16662428,0.16667841,0.16667145,0.16679665,0.16650015,0.16672902,1.0,1.0,1.0,1.0,0.91731607,0.91784375,0.90201277,0.91784375,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817
0.16663235,0.16668347,0.16666707,0.16679779,0.1664907,0.16672868,1.0,1.0,1.0,1.0,0.90957658,0.92487988,0.90728993,0.92487988,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739
0.16664146,0.16668855,0.16666766,0.16679454,0.16648076,0.16672702,1.0,1.0,1.0,1.0,0.91696439,0.92558343,0.91467768,0.92558343,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537
0.1666501,0.16669181,0.16666843,0.16679065,0.16647138,0.16672769,1.0,1.0,1.0,1.0,0.92048228,0.93191571,0.91643653,0.93191571,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296
0.16666059,0.16668569,0.1666698,0.16678818,0.16646688,0.16672887,1.0,1.0,1.0,1.0,0.93068448,0.93824817,0.92294493,0.93824817,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617
0.16666876,0.166678,0.16667037,0.1667855,0.16646528,0.16673206,1.0,1.0,1.0,1.0,0.92171371,0.92927739,0.9213619,0.92927739,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723
0.16667746,0.16667089,0.16667317,0.166784,0.1664609,0.16673362,1.0,1.0,1.0,1.0,0.89884682,0.92593537,0.89849508,0.92593537,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981
0.16668491,0.16665809,0.1666825,0.16678087,0.16646132,0.16673224,1.0,1.0,1.0,1.0,0.89568061,0.9150296,0.88794105,0.9150296,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904
0.16669393,0.16664612,0.16668977,0.16677761,0.16646023,0.16673236,1.0,1.0,1.0,1.0,0.91643662,0.91731617,0.87580387,0.91731617,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075
0.16670202,0.16663653,0.16669758,0.16677883,0.1664565,0.16672853,1.0,1.0,1.0,1.0,0.87597978,0.89796723,0.86859203,0.89796723,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152
0.16670457,0.16663171,0.16670875,0.16677958,0.16645023,0.16672513,1.0,1.0,1.0,1.0,0.91239103,0.91801981,0.89304211,0.91801981,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516
0.16670725,0.16662301,0.16672044,0.16677968,0.16644543,0.16672418,1.0,1.0,1.0,1.0,0.89374561,0.90517904,0.89356967,0.90517904,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376
0.16670847,0.16661432,0.16673046,0.16678059,0.16644222,0.16672395,1.0,1.0,1.0,1.0,0.91186326,0.91626075,0.88829271,0.91626075,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428
0.16671006,0.16660398,0.16674171,0.16678067,0.1664403,0.16672325,1.0,1.0,1.0,1.0,0.8926902,0.91837152,0.89163478,0.91837152,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348
0.16671523,0.16659543,0.16675325,0.16678084,0.16643201,0.16672322,1.0,1.0,1.0,1.0,0.87597978,0.89462516,0.87263772,0.89462516,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855
0.16671813,0.16658296,0.16676797,0.1667816,0.16642874,0.16672058,1.0,1.0,1.0,1.0,0.89392156,0.90412376,0.89339388,0.90412376,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303
0.16671526,0.16657427,0.16678433,0.16677798,0.16642772,0.16672038,1.0,1.0,1.0,1.0,0.91010428,0.91010428,0.89269019,0.91010428,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126
0.16671346,0.16656707,0.16679956,0.1667781,0.16642377,0.16671805,1.0,1.0,1.0,1.0,0.88442293,0.90799348,0.88125674,0.90799348,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528
0.1667148,0.16656385,0.16681002,0.16678207,0.1664114,0.16671789,1.0,1.0,1.0,1.0,0.88530261,0.89233855,0.8770353,0.89233855,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589
0.16671899,0.16655532,0.16682653,0.16678824,0.16639698,0.16671392,1.0,1.0,1.0,1.0,0.89761554,0.90201303,0.8889965,0.90201303,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813
0.16672868,0.16654287,0.16683912,0.16680144,0.16637887,0.16670913,1.0,1.0,1.0,1.0,0.91485352,0.91538126,0.90218879,0.91538126,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761
0.16673605,0.16653329,0.16685279,0.16681474,0.16635983,0.16670327,1.0,1.0,1.0,1.0,0.93332321,0.93666528,0.92206558,0.93666528,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921
0.16674072,0.1665235,0.16686572,0.16682594,0.16634375,0.16670036,1.0,1.0,1.0,1.0,0.9547828,0.95636589,0.93279535,0.95636589,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135
0.16674045,0.16651836,0.16687645,0.16683853,0.16632792,0.16669835,1.0,1.0,1.0,1.0,0.97096559,0.99101813,0.96850301,0.99101813,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495
0.16673936,0.16651091,0.16688818,0.16684787,0.16631664,0.16669708,1.0,1.0,1.0,1.0,0.97747373,0.98116761,0.96234636,0.98116761,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089
0.16673644,0.16650443,0.16690513,0.16684924,0.16630754,0.16669719,1.0,1.0,1.0,1.0,0.99576741,0.99611921,0.96656808,0.99611921,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483
0.16673245,0.16650532,0.16691679,0.16684833,0.16630359,0.16669355,1.0,1.0,1.0,1.0,1.01230224,1.02092135,0.99946158,1.02092135,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765
0.16673,0.16650802,0.16692403,0.16685297,0.16629729,0.16668776,1.0,1.0,1.0,1.0,0.96815128,0.9922495,0.96762353,0.9922495,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127
0.16672896,0.16650893,0.16693284,0.16685309,0.16629343,0.16668281,1.0,1.0,1.0,1.0,0.98503765,1.00034089,0.97360415,1.00034089,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138
0.16673404,0.16650328,0.16694467,0.16685934,0.16628341,0.16667524,1.0,1.0,1.0,1.0,0.98538933,0.9871483,0.95900439,0.9871483,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233
0.16673957,0.16648906,0.16695568,0.16686617,0.16628139,0.16666813,1.0,1.0,1.0,1.0,0.98151969,1.00262765,0.97694633,1.00262765,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016
0.16673988,0.16647807,0.16696708,0.16687322,0.1662812,0.16666053,1.0,1.0,1.0,1.0,0.99559146,0.99946127,0.9831026,0.99946127,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856
0.16674247,0.1664671,0.16697703,0.1668738,0.16628014,0.16665946,1.0,1.0,1.0,1.0,0.99506002,1.00197138,0.98868028,1.00197138,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639
0.16674724,0.1664545,0.16698743,0.16687241,0.16628124,0.16665715,1.0,1.0,1.0,1.0,0.98017382,1.00126233,0.97946495,1.00126233,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818
0.16675565,0.16644561,0.16700333,0.1668634,0.16627912,0.16665295,1.0,1.0,1.0,1.0,0.9924016,0.9924016,0.980351,0.9924016,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063
0.16676003,0.16643927,0.16701594,0.16686349,0.16627225,0.1666491,1.0,1.0,1.0,1.0,1.00586995,1.01295856,1.00179403,1.01295856,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755
0.16676398,0.16642755,0.16703188,0.16686387,0.16626868,0.16664404,1.0,1.0,1.0,1.0,1.0026801,1.01118639,0.99523705,1.01118639,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582
0.1667662,0.16641293,0.16705225,0.16686015,0.16626965,0.16663885,1.0,1.0,1.0,1.0,1.01083212,1.01171818,0.99151572,1.01171818,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217
0.16677041,0.16639996,0.1670628,0.16685487,0.16627268,0.1666393,1.0,1.0,1.0,1.0,0.99824973,1.01473063,0.99612311,1.01473063,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659
0.16677131,0.16638309,0.16708016,0.1668552,0.16627376,0.1666364,1.0,1.0,1.0,1.0,0.99931312,0.99966755,0.98637646,0.99966755,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427
0.16677777,0.16636401,0.16710609,0.16685906,0.16627073,0.16662236,1.0,1.0,1.0,1.0,1.00604708,1.00994582,0.9957686,1.00994582,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991
0.1667941,0.1663387,0.16713731,0.16686316,0.1662647,0.16660205,1.0,1.0,1.0,1.0,1.00693319,1.01845217,1.00586988,1.01845217,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432
0.1668093,0.1663052,0.16717136,0.16686265,0.16626519,0.16658624,1.0,1.0,1.0,1.0,1.03883192,1.04680659,1.02695858,1.04680659,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322
0.16681969,0.16627547,0.16719545,0.1668635,0.16627562,0.16657029,1.0,1.0,1.0,1.0,1.09660391,1.10103427,1.07321159,1.10103427,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745
0.1668348,0.16624248,0.16723713,0.16686887,0.1662749,0.16654181,1.0,1.0,1.0,1.0,1.07586994,1.08986991,1.07533832,1.08986991,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534
0.16684759,0.16621844,0.16727577,0.16686304,0.16627103,0.16652417,1.0,1.0,1.0,1.0,1.10918607,1.11184432,1.08986968,1.11184432,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922
0.16686188,0.16619632,0.16731372,0.1668628,0.16626975,0.16649559,1.0,1.0,1.0,1.0,1.1479961,1.15136322,1.11450256,1.15136322,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943
0.16688731,0.16616322,0.16735072,0.166867,0.1662746,0.16645713,1.0,1.0,1.0,1.0,1.13151523,1.14409745,1.11981907,1.14409745,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076
0.16690896,0.16614717,0.16737309,0.1668592,0.1662858,0.1664258,1.0,1.0,1.0,1.0,1.15313517,1.18875534,1.1515403,1.18875534,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921
0.16692443,0.16614449,0.16738175,0.1668581,0.16629341,0.16639777,1.0,1.0,1.0,1.0,1.18662872,1.18786922,1.15774279,1.18786922,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358
0.16695063,0.16614501,0.1673641,0.16686153,0.16630025,0.16637838,1.0,1.0,1.0,1.0,1.17067972,1.19105943,1.15473051,1.19105943,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113
0.16698442,0.16613872,0.1673519,0.16686723,0.16629846,0.16635916,1.0,1.0,1.0,1.0,1.18007188,1.18078076,1.13984423,1.18078076,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846
0.16702183,0.16611642,0.16735758,0.16687024,0.16630353,0.1663304,1.0,1.0,1.0,1.0,1.1767049,1.20505921,1.17617328,1.20505921,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846,1.19389485,1.21392005,1.18290749,1.21392005
0.16707851,0.16608582,0.16736436,0.16687131,0.1663089,0.16629118,1.0,1.0,1.0,1.0,1.18538858,1.18698358,1.16607225,1.18698358,1.20169219,1.22721113,1.19992007,1.22721113,1.21445148,1.22100846,1.20559075,1.22100846,1.19389485,1.21392005,1.18290749,1.21392005,1.30961565,1.36260276,1.26442588,1.36260276
