Date,Ticker,Open,High,Low,Close,Volume,Percent Change
2024-01-02 00:00:00-05:00,AAPL,186.23761848029775,187.52133810124718,182.9935167810597,184.7349853515625,82488700,
2024-01-03 00:00:00-05:00,AAPL,183.3219235886338,184.97383468669904,182.53576635735126,183.35177612304688,58414500,-0.7487532618054349
2024-01-04 00:00:00-05:00,AAPL,181.26198308479132,182.19740286158623,179.99818547387906,181.02316284179688,71983600,-1.2700249381207396
2024-01-05 00:00:00-05:00,AAPL,181.10277101042314,181.8690061871609,179.29163655398915,180.2967071533203,62303300,-0.4013053783130771
2024-01-08 00:00:00-05:00,AAPL,181.20228054123743,184.6951784875532,180.6151605231867,184.65536499023438,59144500,2.417491647924308
2024-01-09 00:00:00-05:00,AAPL,183.02335798455337,184.24735728099782,181.83915700040632,184.23741149902344,42841800,-0.22634245760096983
2024-01-10 00:00:00-05:00,AAPL,183.4512616231925,185.49125530087693,183.02335006640843,185.28228759765625,46792900,0.567135681147124
2024-01-11 00:00:00-05:00,AAPL,185.63057672110963,186.13810009590225,182.7248140769861,184.68521118164062,49128400,-0.322252290684244
2024-01-12 00:00:00-05:00,AAPL,185.1529124416028,185.82960518169298,184.2871587499394,185.0135955810547,40444700,0.17780763132739796
2024-01-16 00:00:00-05:00,AAPL,181.27193705900044,183.361690026594,180.04792262326768,182.73477172851562,65603000,-1.2317061594215195
2024-01-17 00:00:00-05:00,AAPL,180.3862988523529,182.03819468263436,179.42102646331548,181.78941345214844,47317400,-0.5173390195116645
2024-01-18 00:00:00-05:00,AAPL,185.18277784532793,188.21791164443712,184.9240508532924,187.7104034423828,78005800,3.257059846223065
2024-01-19 00:00:00-05:00,AAPL,188.4069897270921,191.01421197583775,187.89948151982946,190.62611389160156,68741000,1.5533025318512639
2024-01-22 00:00:00-05:00,AAPL,191.36250312836654,194.37773007418247,191.3226896328841,192.9447479248047,60133900,1.216325500147164
2024-01-23 00:00:00-05:00,AAPL,194.06924615918857,194.79568302432682,192.8850451968675,194.22845458984375,42355600,0.6653234559871768
2024-01-24 00:00:00-05:00,AAPL,194.4672860626603,195.42261254918643,193.39254945946814,193.55177307128906,53631300,-0.34839463660648606
2024-01-25 00:00:00-05:00,AAPL,194.26827279243787,195.31315691300077,192.1685587692801,193.223388671875,54822100,-0.16966230492402312
2024-01-26 00:00:00-05:00,AAPL,193.32290534776368,193.8105067973861,191.00426266727368,191.48191833496094,44594000,-0.9012730544082137
2024-01-29 00:00:00-05:00,AAPL,191.07392183626405,191.2629979920715,188.65577567784422,190.7952880859375,47145600,-0.35858751311562687
2024-01-30 00:00:00-05:00,AAPL,190.00914701951908,190.86495502370778,186.55606247111587,187.12327575683594,55859400,-1.9245822923297906
2024-01-31 00:00:00-05:00,AAPL,186.12815142243116,186.18787167030365,183.45127824224116,183.5010223388672,55467800,-1.9357578063542547
2024-01-02 00:00:00-05:00,MSFT,371.08504585690326,373.1099126361841,364.0476743294386,368.11724853515625,25258600,
2024-01-03 00:00:00-05:00,MSFT,366.27104850703563,370.48950306100176,365.77475973598075,367.8492431640625,23083500,-0.07280435028791388
2024-01-04 00:00:00-05:00,MSFT,367.9187319779621,370.3306881427504,364.4447105700396,365.208984375,20901500,-0.7177556670641128
2024-01-05 00:00:00-05:00,MSFT,366.2313927750323,369.298454212958,363.7797246604935,365.02044677734375,20987000,-0.05162457817923238
2024-01-08 00:00:00-05:00,MSFT,366.5588972016775,372.41512930069973,366.2710715059576,371.9089050292969,23134000,1.8871431210961687
2024-01-09 00:00:00-05:00,MSFT,369.2488206404886,373.1992602944753,368.4348996990196,373.0007629394531,20830000,0.2935820829754743
2024-01-10 00:00:00-05:00,MSFT,373.5764338531353,381.3185574608793,373.5268170885799,379.9289245605469,25514200,1.8574121850303937
2024-01-11 00:00:00-05:00,MSFT,383.1349423924486,387.780198154709,377.5566612901961,381.7751159667969,27850800,0.4859307325404183
2024-01-12 00:00:00-05:00,MSFT,382.6287471140417,385.79507222848605,381.79498552621925,385.5866394042969,21645700,0.9983687459167667
2024-01-16 00:00:00-05:00,MSFT,390.73811320122354,391.10536207750914,384.74293583850687,387.3732604980469,27202300,0.4633514004816597
2024-01-17 00:00:00-05:00,MSFT,385.1002622072083,387.2144270180735,381.95377793571856,386.5791931152344,22234100,-0.20498766016827652
2024-01-18 00:00:00-05:00,MSFT,388.81249742822837,391.0656376681701,387.2243672151433,390.946533203125,23392100,1.1297400806020041
2024-01-19 00:00:00-05:00,MSFT,392.8225632535295,395.7109680175781,390.5793279412083,395.7109680175781,29272000,1.2186921765022118
2024-01-22 00:00:00-05:00,MSFT,397.0508515717816,397.64640414638313,390.66858534100083,393.5669250488281,27016900,-0.5418204553417239
2024-01-23 00:00:00-05:00,MSFT,392.81259552044173,396.415657149676,391.0060969711238,395.939208984375,20525900,0.6027650660056283
2024-01-24 00:00:00-05:00,MSFT,398.5596032745269,402.61924187375655,397.47769736538817,399.572021484375,24867000,0.9175177445342131
2024-01-25 00:00:00-05:00,MSFT,401.31902357976713,403.9890600203499,399.54230101240864,401.86492919921875,21021200,0.5738409076605944
2024-01-26 00:00:00-05:00,MSFT,401.3686213569484,403.1552793099255,399.4430182836771,400.931884765625,17803300,-0.2321786166941675
2024-01-29 00:00:00-05:00,MSFT,403.0460564049105,406.93697391119514,401.3288862582104,406.67889404296875,24510200,1.43341288027099
2024-01-30 00:00:00-05:00,MSFT,409.2000546460513,409.984169147339,403.4331811629269,405.5572814941406,33477600,-0.27579807195738937
2024-01-31 00:00:00-05:00,MSFT,403.9394119853898,412.2373773020663,394.2617794181789,394.6290283203125,47871100,-2.694626301262948
2024-01-02 00:00:00-05:00,GOOGL,138.0495612625078,138.94630438637614,135.9870307924664,137.67092895507812,23711200,
2024-01-03 00:00:00-05:00,GOOGL,136.7542468301381,139.12565502832445,136.58486270222102,138.418212890625,24212100,0.5428044549555588
2024-01-04 00:00:00-05:00,GOOGL,137.92002048142746,138.65735304986882,135.85750529693797,135.89735412597656,27137700,-1.8211900818574822
2024-01-05 00:00:00-05:00,GOOGL,136.25606616421598,136.66458891457754,134.66183919892327,135.23974609375,22506000,-0.4839005412989539
2024-01-08 00:00:00-05:00,GOOGL,135.79770863307002,138.50788510563882,135.76781821050795,138.3385009765625,21404000,2.291304865852384
2024-01-09 00:00:00-05:00,GOOGL,137.9997548525819,140.97896080972643,137.6510129285237,140.44090270996094,24759600,1.5197517094352797
2024-01-10 00:00:00-05:00,GOOGL,140.4907073459037,142.48348333662574,140.40103607520302,141.76608276367188,21320200,0.943585542488079
2024-01-11 00:00:00-05:00,GOOGL,142.97172905920294,144.6954761563001,140.1320169897214,141.5668182373047,24008700,-0.14055867417833712
2024-01-12 00:00:00-05:00,GOOGL,142.15466712346748,142.68275152112463,141.3077464874483,142.13473510742188,18768600,0.40116524280795485
2024-01-16 00:00:00-05:00,GOOGL,141.4870909621475,143.82860876024412,140.93907454092556,141.97532653808594,22670500,-0.112153140620741
2024-01-17 00:00:00-05:00,GOOGL,140.83946844078756,141.3276888947719,138.39830535616042,140.9590301513672,20968600,-0.7158260604148814
2024-01-18 00:00:00-05:00,GOOGL,141.5369186712633,143.68912040365055,141.47713782375382,142.9617462158203,25746400,1.4207788336104032
2024-01-19 00:00:00-05:00,GOOGL,144.21721204550573,145.9210270994899,143.85851173882352,145.85128784179688,33300700,2.021199168632437
2024-01-22 00:00:00-05:00,GOOGL,146.56868356917025,147.85401742312334,145.31322493579674,145.4626922607422,32200400,-0.2664327389938381
2024-01-23 00:00:00-05:00,GOOGL,145.36305566912128,146.6483895963913,144.97446492797684,146.50889587402344,21636100,0.7192247008641406
2024-01-24 00:00:00-05:00,GOOGL,148.00347709209575,149.30875823368288,147.56507911278618,148.16290283203125,25233500,1.1289464357372658
2024-01-25 00:00:00-05:00,GOOGL,149.52795540200455,152.4971874037259,148.99985577128933,151.32144165039062,29149100,2.1318013875174513
2024-01-26 00:00:00-05:00,GOOGL,150.55423005590535,151.98901597789123,150.4645435827961,151.64028930664062,26115500,0.21070884124052558
2024-01-29 00:00:00-05:00,GOOGL,151.51076103072688,153.22454965433968,150.88303170821908,152.9555206298828,27784300,0.8673363320895522
2024-01-30 00:00:00-05:00,GOOGL,152.24808962231998,153.0651198773838,150.6439043322597,150.91293334960938,36331800,-1.3354125904458392
2024-01-31 00:00:00-05:00,GOOGL,143.10123840478371,143.47987070654617,139.3647834384674,139.59396362304688,71910000,-7.500331134867444
2024-01-02 00:00:00-05:00,AMZN,151.5399932861328,152.3800048828125,148.38999938964844,149.92999267578125,47339400,
2024-01-03 00:00:00-05:00,AMZN,149.1999969482422,151.0500030517578,148.3300018310547,148.47000122070312,49425500,-0.973782115920796
2024-01-04 00:00:00-05:00,AMZN,145.58999633789062,147.3800048828125,144.0500030517578,144.57000732421875,56039800,-2.62678915903487
2024-01-05 00:00:00-05:00,AMZN,144.69000244140625,146.58999633789062,144.52999877929688,145.24000549316406,45124800,0.46344202462600403
2024-01-08 00:00:00-05:00,AMZN,146.74000549316406,149.39999389648438,146.14999389648438,149.10000610351562,46757100,2.6576703830634596
2024-01-09 00:00:00-05:00,AMZN,148.3300018310547,151.7100067138672,148.2100067138672,151.3699951171875,43812600,1.5224607114340927
2024-01-10 00:00:00-05:00,AMZN,152.05999755859375,154.4199981689453,151.8800048828125,153.72999572753906,44421800,1.5590940651907248
2024-01-11 00:00:00-05:00,AMZN,155.0399932861328,157.1699981689453,153.1199951171875,155.17999267578125,49072700,0.9432101662268044
2024-01-12 00:00:00-05:00,AMZN,155.38999938964844,156.1999969482422,154.00999450683594,154.6199951171875,40460300,-0.360869690053256
2024-01-16 00:00:00-05:00,AMZN,153.52999877929688,154.99000549316406,152.14999389648438,153.16000366210938,41384600,-0.9442449238027617
2024-01-17 00:00:00-05:00,AMZN,151.49000549316406,152.14999389648438,149.91000366210938,151.7100067138672,34953400,-0.9467203666572499
2024-01-18 00:00:00-05:00,AMZN,152.77000427246094,153.77999877929688,151.82000732421875,153.5,37850200,1.1798781932089941
2024-01-19 00:00:00-05:00,AMZN,153.8300018310547,155.75999450683594,152.74000549316406,155.33999633789062,51033700,1.1986946826648914
2024-01-22 00:00:00-05:00,AMZN,156.88999938964844,157.0500030517578,153.89999389648438,154.77999877929688,43687500,-0.3604979862209201
2024-01-23 00:00:00-05:00,AMZN,154.85000610351562,156.2100067138672,153.92999267578125,156.02000427246094,37986000,0.8011406531487353
2024-01-24 00:00:00-05:00,AMZN,157.8000030517578,158.50999450683594,156.47999572753906,156.8699951171875,48547300,0.5447960655367012
2024-01-25 00:00:00-05:00,AMZN,156.9499969482422,158.50999450683594,154.5500030517578,157.75,43638600,0.5609771850602074
2024-01-26 00:00:00-05:00,AMZN,158.4199981689453,160.72000122070312,157.91000366210938,159.1199951171875,51047400,0.8684596622424712
2024-01-29 00:00:00-05:00,AMZN,159.33999633789062,161.2899932861328,158.89999389648438,161.25999450683594,45270400,1.344896590822775
2024-01-30 00:00:00-05:00,AMZN,160.6999969482422,161.72999572753906,158.49000549316406,159.0,45207400,-1.4014601164705653
2024-01-31 00:00:00-05:00,AMZN,157.0,159.00999450683594,154.80999755859375,155.1999969482422,50284400,-2.3899390262627773
2024-01-02 00:00:00-05:00,TSLA,250.0800018310547,251.25,244.41000366210938,248.4199981689453,104654200,
2024-01-03 00:00:00-05:00,TSLA,244.97999572753906,245.67999267578125,236.32000732421875,238.4499969482422,121082600,-4.013364984377277
2024-01-04 00:00:00-05:00,TSLA,239.25,242.6999969482422,237.72999572753906,237.92999267578125,102629300,-0.21807686270334248
2024-01-05 00:00:00-05:00,TSLA,236.86000061035156,240.1199951171875,234.89999389648438,237.49000549316406,92379400,-0.1849229589212631
2024-01-08 00:00:00-05:00,TSLA,236.13999938964844,241.25,235.3000030517578,240.4499969482422,85166600,1.2463646412957496
2024-01-09 00:00:00-05:00,TSLA,238.11000061035156,238.9600067138672,232.0399932861328,234.9600067138672,96705700,-2.283214932024613
2024-01-10 00:00:00-05:00,TSLA,235.10000610351562,235.5,231.2899932861328,233.94000244140625,91628500,-0.43411825132567694
2024-01-11 00:00:00-05:00,TSLA,230.57000732421875,230.92999267578125,225.3699951171875,227.22000122070312,105873600,-2.8725319101363445
2024-01-12 00:00:00-05:00,TSLA,220.0800018310547,225.33999633789062,217.14999389648438,218.88999938964844,122889000,-3.6660513098772496
2024-01-16 00:00:00-05:00,TSLA,215.10000610351562,223.49000549316406,212.17999267578125,219.91000366210938,115355000,0.46598943547220273
2024-01-17 00:00:00-05:00,TSLA,214.86000061035156,215.6699981689453,212.00999450683594,215.5500030517578,103164400,-1.9826295019533036
2024-01-18 00:00:00-05:00,TSLA,216.8800048828125,217.4499969482422,208.74000549316406,211.8800048828125,108595400,-1.7026203279913998
2024-01-19 00:00:00-05:00,TSLA,209.99000549316406,213.19000244140625,207.55999755859375,212.19000244140625,102095800,0.14630807600990448
2024-01-22 00:00:00-05:00,TSLA,212.25999450683594,217.8000030517578,206.27000427246094,208.8000030517578,117952500,-1.5976244642273096
2024-01-23 00:00:00-05:00,TSLA,211.3000030517578,215.64999389648438,207.75,209.13999938964844,106605900,0.16283349277841364
2024-01-24 00:00:00-05:00,TSLA,211.8800048828125,212.72999572753906,206.77000427246094,207.8300018310547,123369900,-0.6263735117226887
2024-01-25 00:00:00-05:00,TSLA,189.6999969482422,193.0,180.05999755859375,182.6300048828125,198076800,-12.125293136804816
2024-01-26 00:00:00-05:00,TSLA,185.5,186.77999877929688,182.10000610351562,183.25,107343200,0.3394815203478396
2024-01-29 00:00:00-05:00,TSLA,185.6300048828125,191.47999572753906,183.6699981689453,190.92999267578125,125013100,4.190991910385411
2024-01-30 00:00:00-05:00,TSLA,195.3300018310547,196.36000061035156,190.61000061035156,191.58999633789062,109982300,0.3456783572134414
2024-01-31 00:00:00-05:00,TSLA,187.0,193.97000122070312,185.85000610351562,187.2899932861328,103221400,-2.244377647032403
